Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL9791,Aquilegia formosa x pubescens F2 population oligonucleotide microarray,in situ oligonucleotide,Aquilegia formosa x Aquilegia pubescens,352002,15,1,Claudia Voelckel,"Dec 15, 2009"
GPL7878,ohlsson_mm6_dedicated,spotted oligonucleotide,Mus musculus,389353,4,1,Rolf Ohlsson,"Dec 14, 2009"
GPL9417,Streptomyces coelicolor Affymetrix array,in situ oligonucleotide,Streptomyces coelicolor A3(2),22779,137,5,Jonathan David Moore,"Dec 14, 2009"
GPL7821,Custom Affymetrix Mycoplasma pneumoniae tiling array MPM129b520449F,in situ oligonucleotide,Mycoplasma pneumoniae M129,162070,43,2,Marc Güell,"Dec 11, 2009"
GPL7822,EMBL Mycoplasma pneumoniae Operon Oligonucleotide Array,spotted oligonucleotide,Mycoplasma pneumoniae M129,688,252,2,Marc Güell,"Dec 11, 2009"
GPL8446,PFGRC_BaumlerLabUCD_Salmonella_Version_4,spotted oligonucleotide,Salmonella enterica,5459,5,2,Sebastian Winter,"Dec 11, 2009"
GPL9756,Agilent-021828 Unrestricted Mouse miRNA Microarray (miRNA_105_Dec08),in situ oligonucleotide,Mus musculus,672,29,3,Qin Limei,"Dec 11, 2009"
GPL9787,KINEXUS KAM-1.1 kinome array,antibody,Homo sapiens,623,8,1,Anton J Horrevoets,"Dec 11, 2009"
GPL6303,Angio Chip Microarray,spotted DNA/cDNA,Mus musculus,16896,24,1,Liqun He,"Dec 10, 2009"
GPL9452,MWG human 15k oligonucleotide microarray,spotted oligonucleotide,Homo sapiens,15552,8,1,Ilsiya Ibragimova,"Dec 10, 2009"
GPL9548,Agilent-018586 Bobwhite Quail 15K Microarray,in situ oligonucleotide,Colinus virginianus,14968,88,2,Arun Rawat,"Dec 10, 2009"
GPL9728,28K Candida albicans Genome Array,spotted oligonucleotide,Candida albicans,27648,21,6,Liang Rong-mei,"Dec 10, 2009"
GPL9747,Gresham Agilent Saccharomyces Cerevisiae 20mer probes Mutation Detection,in situ oligonucleotide,Saccharomyces cerevisiae,237908,6,1,David Gresham,"Dec 10, 2009"
GPL9748,Gresham Agilent Saccharomyces Cerevisiae 25mer probes Mutation Detection,in situ oligonucleotide,Saccharomyces cerevisiae,237908,8,1,David Gresham,"Dec 10, 2009"
GPL9749,Gresham Agilent Saccharomyces Cerevisiae 30mer probes Mutation Detection,in situ oligonucleotide,Saccharomyces cerevisiae,237908,8,1,David Gresham,"Dec 10, 2009"
GPL9750,Gresham Agilent Saccharomyces Cerevisiae isothermal probes Mutation Detection,in situ oligonucleotide,Saccharomyces cerevisiae,235686,13,1,David Gresham,"Dec 10, 2009"
GPL9777,Agilent-021850 SurePrint G3 Human CGH Microarray (Feature Number version),in situ oligonucleotide,Homo sapiens,420288,400,21,Agilent Technologies,"Dec 10, 2009"
GPL5974,Bdellovibrio bacteriovorus oligo arrays,spotted oligonucleotide,Bdellovibrio bacteriovorus HD100,7174,6,1,Carey Lambert,"Dec 09, 2009"
GPL6125,UCSF/Sil lab-Histoplasma capsulatum-G217Bprint2,spotted oligonucleotide,Histoplasma capsulatum,14962,1,1,Anita Sil,"Dec 09, 2009"
GPL9751,Cavalieri-Yeast-ORF-7k Array,spotted DNA/cDNA,Saccharomyces cerevisiae,7056,6,1,Irene Stefanini,"Dec 09, 2009"
GPL9768,"Agilent-015580 Mouse 44K ChIP-on-Chip Set, 1 of 2",in situ oligonucleotide,Mus musculus,43745,2,1,Jiexin Zhang,"Dec 09, 2009"
GPL9769,"Agilent-015580 Mouse 44K ChIP-on-Chip Set, 2 of 2",in situ oligonucleotide,Mus musculus,43777,2,1,Jiexin Zhang,"Dec 09, 2009"
GPL9772,454 GS 20 (Drosophila melanogaster),high-throughput sequencing,Drosophila melanogaster,0,2,1,GEO,"Dec 09, 2009"
GPL9773,454 GS 20 (Drosophila pseudoobscura),high-throughput sequencing,Drosophila pseudoobscura,0,2,1,GEO,"Dec 09, 2009"
GPL9733,Rosetta/Merck Mouse 23.6K 3.0 A1 microarray,spotted oligonucleotide,Mus musculus,23652,30,2,Amit V Kulkarni,"Dec 08, 2009"
GPL9734,Rosetta/Merck Mouse 38.4K RSTA Custom Affymetrix 1.0 microarray Custom CDF,in situ oligonucleotide,Mus musculus,38385,279,7,Amit V Kulkarni,"Dec 08, 2009"
GPL6941,Australian National University Acropora millepora 18k array version 1,spotted DNA/cDNA,Acropora millepora,18432,185,5,Lauretta Grasso,"Dec 07, 2009"
GPL7409,NimbleGen_2007-06-15_WiCell_HG18_p14,in situ oligonucleotide,Homo sapiens,47647,22,1,Melodee Patterson,"Dec 07, 2009"
GPL9767,Agilent-014791 Human CpG Island ChIP-on-Chip Microarray 244K (G4492A) (Probe Name version),in situ oligonucleotide,Homo sapiens,240969,182,15,Agilent Technologies,"Dec 07, 2009"
GPL7726,SuperArray Mouse Th-17 pathway PCR Array,RT-PCR,Mus musculus,96,6,1,Chaim O Jacob,"Dec 06, 2009"
GPL7747,SuperArray Mouse Th1-Th2-Th3 PCR Array PCR Array,RT-PCR,Mus musculus,96,16,2,Chaim O Jacob,"Dec 06, 2009"
GPL7741,EJH Hducreyi Oligo DNA Microarray 1,spotted oligonucleotide,Haemophilus ducreyi 35000HP,5760,28,5,Eric J Hansen,"Dec 05, 2009"
GPL8793,CCDTM Homo sapiens 17.5k version 2.1,spotted DNA/cDNA,Homo sapiens,16783,18,1,Francesco Maria Marincola,"Dec 05, 2009"
GPL8794,CCDTM miRNA 850 version 4.1,spotted oligonucleotide,Homo sapiens;Human gammaherpesvirus 4;Human gammaherpesvirus 8;Macaca mulatta polyomavirus 1;Mus musculus;Rattus norvegicus,975,18,1,Francesco Maria Marincola,"Dec 05, 2009"
GPL6648,Lovett/WUSTL 0.7k TFarray v3,spotted oligonucleotide,Gallus gallus;Homo sapiens;Mus musculus,4800,55,5,Kara Powder,"Dec 03, 2009"
GPL9704,[GenomeWideSNP_5] Affymetrix Genome-Wide Human SNP 5.0 Chromosome 1,in situ oligonucleotide,Homo sapiens,62850,50,1,Christina Curtis,"Dec 03, 2009"
GPL9708,NimbleGen Human CGH 385K Whole-Genome Tiling Array v1.0,in situ oligonucleotide,Homo sapiens,385806,68,3,Christina Curtis,"Dec 03, 2009"
GPL9741,Affymetrix Human Genome U133A Array [CDF: XLab gahgu133a_1.5.0],in situ oligonucleotide,Homo sapiens,11220,72,1,Michael Hecker,"Dec 03, 2009"
GPL9742,Affymetrix Human Genome U133B Array [CDF: XLab gahgu133b_1.5.0],in situ oligonucleotide,Homo sapiens,6771,72,1,Michael Hecker,"Dec 03, 2009"
GPL9675,Beijing Institute of Microbiology and Epidemiology Streptococcus suis 05ZYH33 2.2K,spotted DNA/cDNA,Streptococcus suis 05ZYH33,2194,15,5,Ruifu Yang,"Dec 02, 2009"
GPL9739,TwinChip Rat 5K array,spotted DNA/cDNA,Rattus norvegicus,5776,2,1,Dojun Yoon,"Dec 02, 2009"
GPL6999,NCI_human_7657_001,spotted DNA/cDNA,Homo sapiens,7657,44,1,Jens K Habermann,"Dec 01, 2009"
GPL7701,CNRS Mouse 432 GPCR1 v1.0,RT-PCR,Mus musculus,432,12,1,Laurent Journot,"Dec 01, 2009"
GPL7733,Karenia brevis 11K,in situ oligonucleotide,Karenia brevis,10807,30,1,Frances M Van Dolah,"Dec 01, 2009"
GPL7740,MSU Dworkin Drosophila melanogaster wing 1400 V1,oligonucleotide beads,Drosophila melanogaster,1398,213,1,Ian Dworkin,"Dec 01, 2009"
GPL7764,Biostar Genechip Moniezia expansa 4k microarray,spotted DNA/cDNA,Moniezia expansa,4056,12,2,Wenjuan Zhao,"Dec 01, 2009"
GPL7868,VUmc/Illumina Sentrix MouseRef8 v1.1,oligonucleotide beads,Mus musculus,24611,95,6,Anton J Horrevoets,"Dec 01, 2009"
GPL8024,Combimatrix microarray of 454 derived grape berry transcripts,in situ oligonucleotide,Vitis vinifera,44229,2,1,Alberto Ferrarini,"Dec 01, 2009"
GPL8025,GrapeArray 1.2 developed by the Italian-French Public Consortium for Grapevine Genome Characterization,in situ oligonucleotide,Vitis vinifera,24676,88,4,Alberto Ferrarini,"Dec 01, 2009"
GPL8143,IOLR Lithognathus mormyrus 4608 v2.0,spotted DNA/cDNA,Lithognathus mormyrus,1152,7,2,Moshe Tom,"Dec 01, 2009"
GPL8287,NimbleGen Polaromonas JS666 385K array v1.0 (condensed),in situ oligonucleotide,Polaromonas sp. JS666,8775,6,1,James M Gossett,"Dec 01, 2009"
GPL8516,VCU S. sanguinis 12.2k v1.0,spotted oligonucleotide,Streptococcus sanguinis SK36,12288,0,0,Alejandro Rodriguez,"Dec 01, 2009"
GPL8560,University of Arizona Vitis buds cDNA array,spotted DNA/cDNA,Vitis riparia;Vitis vinifera,10368,66,1,Ron Ophir,"Dec 01, 2009"
GPL8770,Albert Einstein College of Medicine RN4_HELP_HD2 array,in situ oligonucleotide,Rattus norvegicus,917301,8,1,Reid F Thompson,"Dec 01, 2009"
GPL8787,Wuerzburg Neisseria meningitidis 15.4K,spotted oligonucleotide,Neisseria meningitidis,15360,157,6,Biju Joseph Ampattu,"Dec 01, 2009"
GPL8929,NimbleGen Rat RN4_HELPassay array,in situ oligonucleotide,Rattus norvegicus,38102,18,1,Reid F Thompson,"Dec 01, 2009"
GPL9057,Nimblegen/AECOM Human HG18_HELP array,in situ oligonucleotide,Homo sapiens,1135547,19,2,Reid F Thompson,"Dec 01, 2009"
GPL9281,Saccharomyces cerevisiae_GE06388_UCM,spotted oligonucleotide,Saccharomyces cerevisiae,13824,24,4,Benjamin Pina,"Dec 01, 2009"
GPL9282,Saccharomyces cerevisiae_GE06388_UCM_4x4,spotted oligonucleotide,Saccharomyces cerevisiae,13824,6,2,Benjamin Pina,"Dec 01, 2009"
GPL9299,Operon Homo Sapien V4 36K,spotted oligonucleotide,Homo sapiens,36480,0,0,Frantz Bouhallier,"Dec 01, 2009"
GPL9445,Yeast Protoarray YA103104 gal file,spotted peptide or protein,Saccharomyces cerevisiae,12288,3,1,Matthew Foster,"Dec 01, 2009"
GPL9446,Human protoarray KSP gal file HA20034,spotted peptide or protein,Homo sapiens,12288,0,0,Matthew Foster,"Dec 01, 2009"
GPL9542,Huang Lab Human 9K CpG Island Spotted Array,spotted DNA/cDNA,Homo sapiens,8640,2,1,Samson T. Jacob,"Dec 01, 2009"
GPL9610,Winzeler Lab Plasmodium tiling array (Pftilingb520509),in situ oligonucleotide,Plasmodium falciparum,0,32,4,Elizabeth Ann Winzeler,"Dec 01, 2009"
GPL7710,Vitis vinifera miRNA Combimatrix array,in situ oligonucleotide,Vitis vinifera,3973,12,1,Alberto Ferrarini,"Nov 30, 2009"
GPL9283,Genopal Human 216 Autoimmunity Array v.1,spotted oligonucleotide,Homo sapiens,219,14,2,Daisuke Okuzaki,"Nov 30, 2009"
GPL9461,CASPUR Aristaeus 95K version 1.0,in situ oligonucleotide,Ovis aries,94928,5,2,Alessio Valentini,"Nov 30, 2009"
GPL9534,Agilent-020846 Synechococcus elongatus PCC 7942 Oligo Microarray,in situ oligonucleotide,Synechococcus elongatus PCC 7942,2723,106,7,Vikram Vijayan,"Nov 30, 2009"
GPL9726,Illumina Genome Analyzer (Oryza sativa Indica Group),high-throughput sequencing,Oryza sativa Indica Group,0,5,2,GEO,"Nov 30, 2009"
GPL7702,Trichoderma spp. HDO microarray,in situ oligonucleotide,Trichoderma harzianum,384659,8,1,M Belen Suárez,"Nov 26, 2009"
GPL9427,University of Chicago - HumanMouse tRNA array - 768 - v1.0,spotted oligonucleotide,Homo sapiens;Mus musculus,768,0,0,Tao Pan,"Nov 26, 2009"
GPL9428,University of Chicago - HumanMouseDroCele tRNA array - 3200 - v1.0,spotted oligonucleotide,Caenorhabditis elegans;Drosophila melanogaster;Homo sapiens;Mus musculus,3200,0,0,Tao Pan,"Nov 26, 2009"
GPL7235,TIFN_Listeria monocytogenes EGD-e_15K_v1.0,in situ oligonucleotide,Listeria monocytogenes EGD-e,15744,16,1,Stijn van der Veen,"Nov 25, 2009"
GPL7680,Bacillus cereus Bc14579 - 2nd design (2x11K),in situ oligonucleotide,Bacillus cereus ATCC 14579,10806,44,5,Maarten Mols,"Nov 25, 2009"
GPL7681,Bacillus cereus Bc10987 - 1st design (1X22K),in situ oligonucleotide,Bacillus cereus ATCC 10987,18777,60,5,Maarten Mols,"Nov 25, 2009"
GPL9249,Agilent-021376 shrimp_oligo_v1,in situ oligonucleotide,Litopenaeus vannamei,45220,41,1,Marine Genomics,"Nov 25, 2009"
GPL9715,IntegraChip genome-wide BAC arrays,spotted DNA/cDNA,Homo sapiens,2905,350,2,Gaelle PIERRON,"Nov 25, 2009"
GPL7598,Affymetrix GeneChip Rat Genome 230 2.0 Array (CDF: rat2302rnentrezgcdf_11.0.1),in situ oligonucleotide,Rattus norvegicus,11484,36,1,Paul C Boutros,"Nov 24, 2009"
GPL7692,Operon Rat V3.0 OpArray,spotted oligonucleotide,Rattus norvegicus,28800,19,4,emmanuelle meugnier,"Nov 24, 2009"
GPL8019,Affymetrix GeneChip Human Genome U133 Plus 2.0 Array [CDF: HGU133Plus2_Hs_ENTREZG v11.0.1],in situ oligonucleotide,Homo sapiens,17788,90,6,Paul C Boutros,"Nov 24, 2009"
GPL8627,Affymetrix Rat Expression 230A Array [CDF: RAE230A_Rn_ENTREZG],in situ oligonucleotide,Rattus norvegicus,8605,48,1,Paul C Boutros,"Nov 24, 2009"
GPL9301,Zhejiang university human 449 oligonucleotide array,in situ oligonucleotide,Homo sapiens,1347,232,2,youying mao,"Nov 24, 2009"
GPL9674,Hebrew University of Jerusalem miRNA spotted array,spotted oligonucleotide,Homo sapiens;Mus musculus,1584,4,1,Hermona Soreq,"Nov 24, 2009"
GPL9199,Affymetrix GeneChip Rat Genome 230 2.0 Array (CDF: Rat2302_Rn_ENTREZG.cdf version 12.0.0),in situ oligonucleotide,Rattus norvegicus,11484,106,4,Paul C Boutros,"Nov 23, 2009"
GPL9712,Agilent-015354 Bovine Oligo Microarray (4x44K) (Probe Name version),in situ oligonucleotide,Bos taurus,21536,210,9,Agilent Technologies,"Nov 23, 2009"
GPL9699,LMU Drosophila ananassae 1.2K,spotted DNA/cDNA,Drosophila ananassae,1296,12,1,Sonja Grath,"Nov 21, 2009"
GPL9711,UCSD-Moores Cancer Center in-house tyrosine kinase DNA chip,spotted oligonucleotide,Homo sapiens,475,42,1,Yong Jiang,"Nov 21, 2009"
GPL9697,IPMC/CNRS-Agilent_Ehrlichia ruminantium strains Gardel and Welgevonden_4x44k,in situ oligonucleotide,Ehrlichia ruminantium,45220,1,1,Kevin Lebrigand,"Nov 20, 2009"
GPL9698,IPMC/CNRS-Agilent_Ehrlichia ruminantium strains Gardel and Welgevonden_8x15k,in situ oligonucleotide,Ehrlichia ruminantium,15744,1,1,Kevin Lebrigand,"Nov 20, 2009"
GPL9702,Illumina Genome Analyzer (Burkholderia cenocepacia),high-throughput sequencing,Burkholderia cenocepacia,0,8,1,GEO,"Nov 20, 2009"
GPL8790,NimbleGen Zea Mays 2.1M array,in situ oligonucleotide,Zea mays,2124029,9,1,Patrick S. Schnable,"Nov 19, 2009"
GPL9557,Miltenyi PIQOR(TM) Human antisense Ubiquitin-PS Microarray,spotted DNA/cDNA,Homo sapiens,1288,30,2,Silvia Rueberg,"Nov 19, 2009"
GPL9673,Nimblegen Homo sapiens 400K custom HOX cluster array 2,in situ oligonucleotide,Homo sapiens,386127,10,1,Peter Kharchenko,"Nov 19, 2009"
GPL8472,PICME Poplar 28K series 4,spotted DNA/cDNA,Populus euphratica;Populus tremula x Populus alba;Populus trichocarpa x Populus deltoides,27648,4,1,Gail Taylor,"Nov 18, 2009"
GPL8473,PICME Poplar 28K Series 3,spotted DNA/cDNA,Populus euphratica;Populus tremula x Populus alba;Populus trichocarpa x Populus deltoides,27648,33,2,Gail Taylor,"Nov 18, 2009"
GPL7442,Agilent-015435 Copy_of_Mouse Promoter ChIP-on-Chip Set 244K Microarray 1 of 2,in situ oligonucleotide,Mus musculus,243504,1,2,Frederic Emile Bienvenu,"Nov 17, 2009"
GPL7443,Agilent-015436 Copy_of_Mouse Promoter ChIP-on-Chip Set 244K Microarray 2 of 2,in situ oligonucleotide,Mus musculus,243504,1,2,Frederic Emile Bienvenu,"Nov 17, 2009"
GPL8745,NCode 0.24K multi-species miRNA microarray dual color version 2,spotted oligonucleotide,Caenorhabditis elegans;Danio rerio;Drosophila melanogaster;Homo sapiens;Mus musculus;Rattus norvegicus,236,40,1,Thomas Werge,"Nov 17, 2009"
GPL9670,Plant and Food Arabidopsis thaliana AROS version 1.0,spotted oligonucleotide,Arabidopsis thaliana,27648,36,1,Claudia Voelckel,"Nov 17, 2009"
GPL9678,RUGMCB Pichia angusta 8x15K v1,in situ oligonucleotide,Ogataea polymorpha NCYC 495 leu1.1,13032,8,1,Tim van Zutphen,"Nov 17, 2009"
GPL9690,AB SOLiD System (Rattus norvegicus),high-throughput sequencing,Rattus norvegicus,0,16,1,GEO,"Nov 17, 2009"
GPL9467,Mycobacterium tuberculosis H37Rv 241K Whole Genome Tilling Array,in situ oligonucleotide,Mycobacterium tuberculosis H37Rv,240851,1,1,Blair Gordon,"Nov 15, 2009"
GPL9468,Mycobacterium smegmatis MC2 155 241K Whole Genome Tilling Array,in situ oligonucleotide,Mycobacterium smegmatis str. MC2 155,240971,1,1,Blair Gordon,"Nov 15, 2009"
GPL8589,Febit Geniom Saccharomyces cerevisiae in situ oligo array,in situ oligonucleotide,Saccharomyces cerevisiae,6033,1,1,Benjamin Pina,"Nov 13, 2009"
GPL9149,JCVI PFGRC Porphyromonas gingivalis,spotted oligonucleotide,Porphyromonas gingivalis,1902,5,1,Janina P Lewis,"Nov 13, 2009"
GPL9339,Toxoplasma gondii 4K miRNA LC_miRToxoplasma-gondii_MVI_090604,in situ oligonucleotide,Toxoplasma gondii,3968,0,0,Christoph Eicken,"Nov 13, 2009"
GPL9340,Human 4K miRNA LC_MRA-1001_miRHuman_14,in situ oligonucleotide,Homo sapiens,3968,0,0,Christoph Eicken,"Nov 13, 2009"
GPL9341,Mouse 4K miRNA LC_MRA-1002_miRMouse_14,in situ oligonucleotide,Mus musculus,3968,0,0,Christoph Eicken,"Nov 13, 2009"
GPL9342,Rat 4K miRNA LC_MRA-1003_miRRat_14,in situ oligonucleotide,Rattus norvegicus,3968,0,0,Christoph Eicken,"Nov 13, 2009"
GPL9343,Cow 4K miRNA LC_MRA-1011_miRCow_14,in situ oligonucleotide,Bos taurus,3968,0,0,Christoph Eicken,"Nov 13, 2009"
GPL9344,Plants 4K miRNA LC_MRA-1038_miRPlants_14,in situ oligonucleotide,Aquilegia coerulea;Arabidopsis thaliana;Brachypodium distachyon;Brassica napus;Brassica oleracea;Brassica rapa;Chlamydomonas reinhardtii;Glycine max;Gossypium hirsutum;Malus domestica;Medicago truncatula;Oryza sativa;Phaseolus vulgaris;Physcomitrella patens;Pinus taeda;Populus euphratica;Populus trichocarpa;Saccharum officinarum;Selaginella moellendorffii;Solanum lycopersicum;Sorghum bicolor;Triticum aestivum;Vitis vinifera;Zea mays,3968,0,0,Christoph Eicken,"Nov 13, 2009"
GPL9541,Human ten thousand 50-mer oligo library from MWGBiotech Oligo sets (http:/www.mwgbiotech.com),spotted oligonucleotide,Homo sapiens,19968,3,1,Carmen Sánchez-Torres,"Nov 13, 2009"
GPL9464,NimbleGen Human 080814_HG18_Deluxe_Promoter_HX1 tiling array,in situ oligonucleotide,Homo sapiens,2173622,22,2,W. Lee Kraus,"Nov 12, 2009"
GPL8158,CodeLink UniSet Homo sapiens 18.5k,spotted oligonucleotide,Homo sapiens,18373,6,1,David A Sullivan,"Nov 12, 2009"
GPL8159,CodeLink UniSet Homo sapiens 19.2K,spotted oligonucleotide,Homo sapiens,19237,4,1,David A Sullivan,"Nov 12, 2009"
GPL8996,SMD Print_1080 Homo sapiens,spotted DNA/cDNA,Homo sapiens,41472,31,1,Andrew Beck,"Nov 12, 2009"
GPL8997,SMD Print_1185 Homo sapiens,spotted DNA/cDNA,Homo sapiens,43008,14,1,Andrew Beck,"Nov 12, 2009"
GPL8998,SMD Print_1243 Homo sapiens,spotted DNA/cDNA,Homo sapiens,41472,2,1,Andrew Beck,"Nov 12, 2009"
GPL8999,SMD Print_1553 Homo sapiens,spotted DNA/cDNA,Homo sapiens,45220,24,1,Andrew Beck,"Nov 12, 2009"
GPL9000,SMD Print_674 Homo sapiens,spotted DNA/cDNA,Homo sapiens,43008,3,1,Andrew Beck,"Nov 12, 2009"
GPL9001,SMD Print_940 Homo sapiens,spotted DNA/cDNA,Homo sapiens,41568,1,1,Andrew Beck,"Nov 12, 2009"
GPL9366,UH-UGA Rice PM 15.5k cDNA Array,spotted DNA/cDNA,Oryza sativa,15552,24,1,Markandeya Gorantla,"Nov 12, 2009"
GPL9560,Agilent-015310 Mouse Whole Genome ChIP-on-Chip Set 244K - 1 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9561,Agilent-015311 Mouse Whole Genome ChIP-on-Chip Set 244K - 2 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9562,Agilent-015312 Mouse Whole Genome ChIP-on-Chip Set 244K - 3 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9563,Agilent-015313 Mouse Whole Genome ChIP-on-Chip Set 244K - 4 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9564,Agilent-015317 Mouse Whole Genome ChIP-on-Chip Set 244K - 5 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9565,Agilent-015319 Mouse Whole Genome ChIP-on-Chip Set 244K - 6 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9566,Agilent-015320 Mouse Whole Genome ChIP-on-Chip Set 244K - 7 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9567,Agilent-015321 Mouse Whole Genome ChIP-on-Chip Set 244K - 8 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9568,Agilent-015323 Mouse Whole Genome ChIP-on-Chip Set 244K - 9 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9569,Agilent-015325 Mouse Whole Genome ChIP-on-Chip Set 244K - 10 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9570,Agilent-015327 Mouse Whole Genome ChIP-on-Chip Set 244K - 11 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9571,Agilent-015328 Mouse Whole Genome ChIP-on-Chip Set 244K - 12 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9572,Agilent-015329 Mouse Whole Genome ChIP-on-Chip Set 244K - 13 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9573,Agilent-015330 Mouse Whole Genome ChIP-on-Chip Set 244K - 14 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9574,Agilent-015332 Mouse Whole Genome ChIP-on-Chip Set 244K - 15 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9575,Agilent-015333 Mouse Whole Genome ChIP-on-Chip Set 244K - 16 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9576,Agilent-015334 Mouse Whole Genome ChIP-on-Chip Set 244K - 17 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9577,Agilent-015335 Mouse Whole Genome ChIP-on-Chip Set 244K - 18 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9578,Agilent-015336 Mouse Whole Genome ChIP-on-Chip Set 244K - 19 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9579,Agilent-015337 Mouse Whole Genome ChIP-on-Chip Set 244K - 20 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9580,Agilent-015339 Mouse Whole Genome ChIP-on-Chip Set 244K - 21 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9581,Agilent-015340 Mouse Whole Genome ChIP-on-Chip Set 244K - 22 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9582,Agilent-015341 Mouse Whole Genome ChIP-on-Chip Set 244K - 23 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9583,Agilent-015343 Mouse Whole Genome ChIP-on-Chip Set 244K - 24 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9584,Agilent-015344 Mouse Whole Genome ChIP-on-Chip Set 244K - 25 of 25 (Feature Number version),in situ oligonucleotide,Mus musculus,243504,0,0,Agilent Technologies,"Nov 12, 2009"
GPL9585,Agilent-015310 Mouse Whole Genome ChIP-on-Chip Set 244K - 1 of 25 (Probe Name version),in situ oligonucleotide,Mus musculus,237203,3,2,Agilent Technologies,"Nov 12, 2009"
GPL9586,Agilent-015311 Mouse Whole Genome ChIP-on-Chip Set 244K - 2 of 25 (Probe Name version),in situ oligonucleotide,Mus musculus,237203,3,2,Agilent Technologies,"Nov 12, 2009"
GPL9587,Agilent-015312 Mouse Whole Genome ChIP-on-Chip Set 244K - 3 of 25 (Probe Name version),in situ oligonucleotide,Mus musculus,237203,3,2,Agilent Technologies,"Nov 12, 2009"
GPL9588,Agilent-015313 Mouse Whole Genome ChIP-on-Chip Set 244K - 4 of 25 (Probe Name version),in situ oligonucleotide,Mus musculus,237203,3,2,Agilent Technologies,"Nov 12, 2009"
GPL9589,Agilent-015317 Mouse Whole Genome ChIP-on-Chip Set 244K - 5 of 25 (Probe Name version),in situ oligonucleotide,Mus musculus,237203,3,2,Agilent Technologies,"Nov 12, 2009"
GPL9590,Agilent-015319 Mouse Whole Genome ChIP-on-Chip Set 244K - 6 of 25 (Probe Name version),in situ oligonucleotide,Mus musculus,237203,3,2,Agilent Technologies,"Nov 12, 2009"
GPL9591,Agilent-015320 Mouse Whole Genome ChIP-on-Chip Set 244K - 7 of 25 (Probe Name version),in situ oligonucleotide,Mus musculus,237203,3,2,Agilent Technologies,"Nov 12, 2009"
GPL9592,Agilent-015321 Mouse Whole Genome ChIP-on-Chip Set 244K - 8 of 25 (Probe Name version),in situ oligonucleotide,Mus musculus,237203,3,2,Agilent Technologies,"Nov 12, 2009"
GPL9593,Agilent-015323 Mouse Whole Genome ChIP-on-Chip Set 244K - 9 of 25 (Probe Name version),in situ oligonucleotide,Mus musculus,237203,3,2,Agilent Technologies,"Nov 12, 2009"
