Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL9731,"Taqman Homo sapiens microRNA Low density arrays (TLDA) panel A","RT-PCR","Homo sapiens",378,66,2,"Monica Panelli","Mar 20, 2010"
GPL9732,"Taqman Homo sapiens microRNA Low density arrays (TLDA) panel B","RT-PCR","Homo sapiens",288,61,2,"Monica Panelli","Mar 20, 2010"
GPL10221,"JCVI PFGRC Trypanosoma brucei 19K v4 array designed primarily based on strain TREU927","spotted oligonucleotide","Trypanosoma brucei",9094,11,1,"PFGRC JCVI","Mar 19, 2010"
GPL10222,"JCVI PFGRC Aspergillus fumigatus 22K v3.1 array designed primarily based on strain Af293","spotted oligonucleotide","Aspergillus fumigatus",10503,0,0,"PFGRC JCVI","Mar 19, 2010"
GPL10227,"ARK-Genomics G. gallus 20K v2 (single gene version)","spotted oligonucleotide","Gallus gallus",21888,20,1,"Zhangrui Cheng","Mar 19, 2010"
GPL8695,"Applied Biosystems Human TaqMan® Low Density Array","RT-PCR","Homo sapiens",382,85,3,"GEO admin","Mar 18, 2010"
GPL9735,"Ambion 14K miRChip V1","in situ oligonucleotide","Homo sapiens;Mus musculus;Rattus norvegicus;synthetic construct",14215,13,3,"Sachin Sah","Mar 18, 2010"
GPL9904,"JCVI PFGRC Listeria monocytogenes 21K vt3a array designed primarily based on strain 4b F2365","spotted oligonucleotide","Listeria monocytogenes",6827,12,1,"PFGRC JCVI","Mar 18, 2010"
GPL9905,"JCVI PFGRC Listeria monocytogenes 21K vt3a array designed primarily based on strain HCC23","spotted oligonucleotide","Listeria monocytogenes",6827,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10183,"Agilent TNPRC Macaca mulatta 4x44k Array [Probe Name version]","spotted oligonucleotide","Homo sapiens;Macaca mulatta",20217,0,0,"Deepak Kaushal","Mar 18, 2010"
GPL10188,"JCVI PFGRC Bacillus anthracis 13K v4 array designed primarily based on strain A2012","spotted oligonucleotide","Bacillus anthracis",6323,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10189,"JCVI PFGRC Bacillus anthracis 13K v4 array designed primarily based on strain Ames","spotted oligonucleotide","Bacillus anthracis",13056,6,1,"PFGRC JCVI","Mar 18, 2010"
GPL10193,"JCVI PFGRC Campylobacter jejuni 15K v3 array designed primarily based on strain 269.97","spotted oligonucleotide","Campylobacter jejuni",7487,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10194,"JCVI PFGRC Campylobacter jejuni 15K v3 array designed primarily based on strain 81-176","spotted oligonucleotide","Campylobacter jejuni",7487,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10195,"JCVI PFGRC Campylobacter jejuni 15K v3 array designed primarily based on strain CG8421","spotted oligonucleotide","Campylobacter jejuni",7487,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10196,"JCVI PFGRC Campylobacter jejuni 15K v3 array designed primarily based on strain NCTC_11168","spotted oligonucleotide","Campylobacter jejuni",7487,3,2,"PFGRC JCVI","Mar 18, 2010"
GPL10198,"JCVI PFGRC Campylobacter jejuni 15K v3 array designed primarily based on strain RM1170","spotted oligonucleotide","Campylobacter jejuni",7487,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10199,"JCVI PFGRC Campylobacter jejuni 15K v3 array designed primarily based on strain RM1221","spotted oligonucleotide","Campylobacter jejuni",7487,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10201,"JCVI PFGRC Enterococcus faecalis 14K v1 array designed primarily based on strain ATCC_29200","spotted oligonucleotide","Enterococcus faecalis",7100,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10202,"JCVI PFGRC Enterococcus faecalis 14K v1 array designed primarily based on strain HH22","spotted oligonucleotide","Enterococcus faecalis",7100,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10203,"JCVI PFGRC Enterococcus faecalis 14K v1 array designed primarily based on strain OG1RF","spotted oligonucleotide","Enterococcus faecalis",7100,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10204,"JCVI PFGRC Enterococcus faecalis 14K v1 array designed primarily based on strain TX0104","spotted oligonucleotide","Enterococcus faecalis",7100,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10205,"JCVI PFGRC Enterococcus faecalis 14K v1 array designed primarily based on strain TX1322","spotted oligonucleotide","Enterococcus faecalis",7100,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10206,"JCVI PFGRC Enterococcus faecalis 14K v1 array designed primarily based on strain TUSoD_Ef11","spotted oligonucleotide","Enterococcus faecalis",7100,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10207,"JCVI PFGRC Enterococcus faecalis 14K v1 array designed primarily based on strain V583","spotted oligonucleotide","Enterococcus faecalis",7100,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10208,"JCVI PFGRC Escherichia coli 17K v1 array designed primarily based on strain EC4115","spotted oligonucleotide","Escherichia coli",8144,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10209,"JCVI PFGRC Escherichia coli 17K v1 array designed primarily based on strain EDL933","spotted oligonucleotide","Escherichia coli",8144,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10210,"JCVI PFGRC Escherichia coli 17K v1 array designed primarily based on strain Sakai","spotted oligonucleotide","Escherichia coli",8144,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10211,"JCVI PFGRC Escherichia coli 17K v1 array designed primarily based on strain TW14359","spotted oligonucleotide","Escherichia coli",8144,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10212,"JCVI PFGRC Porphyromonas gingivalis 13K v3 array designed primarily based on strain W83","spotted oligonucleotide","Porphyromonas gingivalis",2407,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10213,"JCVI PFGRC Salmonella typhimurium 13K v8 array designed primarily based on strain 14028","spotted oligonucleotide","Salmonella enterica subsp. enterica",6477,63,2,"PFGRC JCVI","Mar 18, 2010"
GPL10214,"JCVI PFGRC Salmonella typhimurium 13K v8 array designed primarily based on strain CT18","spotted oligonucleotide","Salmonella enterica subsp. enterica",6477,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10215,"JCVI PFGRC Salmonella typhimurium 13K v8 array designed primarily based on strain LT2(SGSC1412)","spotted oligonucleotide","Salmonella enterica subsp. enterica",6477,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10216,"JCVI PFGRC Salmonella typhimurium 13K v8 array designed primarily based on strain Ty2","spotted oligonucleotide","Salmonella enterica subsp. enterica",6477,0,0,"PFGRC JCVI","Mar 18, 2010"
GPL10223,"Illumina Genome Analyzer (Gallus gallus)","high-throughput sequencing","Gallus gallus",0,73,14,"GEO","Mar 18, 2010"
GPL10187,"Affymetrix S. pombe Tiling 1.0FR Array [custom CDF: Sp20b_M_v04]","in situ oligonucleotide","Schizosaccharomyces pombe",5483,18,2,"Katrina Woolcock","Mar 17, 2010"
GPL10191,"NimbleGen Homo sapiens HG18 090828 opt expr HX12 (12x135k)","in situ oligonucleotide","Homo sapiens",45033,220,22,"NimbleGen Systems, Inc.","Mar 17, 2010"
GPL10192,"NimbleGen Mus musculus MM9 Expression Array (12x135k)","in situ oligonucleotide","Mus musculus",44170,304,15,"NimbleGen Systems, Inc.","Mar 17, 2010"
GPL8295,"ACW-universal-95000-v2","in situ oligonucleotide","synthetic construct",95049,23,1,"Frederique Pasquer","Mar 16, 2010"
GPL9076,"ENS SGDB Trichoderma reesei Tr20_Tiling140_1 240k oligo array","in situ oligonucleotide","Trichoderma reesei",238588,25,3,"Stéphane LE CROM","Mar 15, 2010"
GPL9387,"NimbleGen Clostridium acetobutylicum ATCC 824 4-plex 3.8K expression array","in situ oligonucleotide","Clostridium acetobutylicum ATCC 824",3847,33,1,"Christian Sund","Mar 15, 2010"
GPL9701,"UTHSC/Kotb Streptococcus pyogenes 5.7K","spotted oligonucleotide","Streptococcus pyogenes",5760,28,1,"Ramy Karam Aziz","Mar 15, 2010"
GPL9953,"TMHRI M28 GAS array","in situ oligonucleotide","Streptococcus pyogenes MGAS6180",1765,18,1,"Izabela Sitkiewicz","Mar 15, 2010"
GPL9957,"miRCURY LNA microRNA Array, v. 9.2 - all organisms","spotted oligonucleotide","BK polyomavirus;Homo sapiens;Human herpesvirus 1;Human herpesvirus 2;Human herpesvirus 5;Human immunodeficiency virus 1;JC polyomavirus;Lymphocryptovirus;Merkel cell polyomavirus;Rhadinovirus;Simian virus 40",2242,48,1,"Matthew Jonathan Murray","Mar 15, 2010"
GPL10180,"Illumina Genome Analyzer (Drosophila mojavensis)","high-throughput sequencing","Drosophila mojavensis",0,2,2,"GEO","Mar 15, 2010"
GPL10181,"Illumina Genome Analyzer II (Drosophila mojavensis)","high-throughput sequencing","Drosophila mojavensis",0,4,3,"GEO","Mar 15, 2010"
GPL10171,"Agilent-015554 RSTA Purple sea urchin 244K v.2.0","in situ oligonucleotide","Strongylocentrotus purpuratus",238389,20,1,"Melissa Pespeni","Mar 13, 2010"
GPL8290,"OSU Streptococcus pyogenes M1 and M18 microarray-SDHHbtail","spotted oligonucleotide","Streptococcus pyogenes",1945,34,4,"Vijay Pancholi","Mar 12, 2010"
GPL10147,"University of Heidelberg custom made sulfur 5.4K array","spotted oligonucleotide","Arabidopsis thaliana",5376,6,1,"Markus Wirtz","Mar 12, 2010"
GPL6773,"CCDTM miRNA700-V3","spotted oligonucleotide","Homo sapiens;Human herpesvirus 4;Human herpesvirus 8;Mus musculus;Rattus norvegicus;Simian virus 40",1456,58,3,"Francesco Maria Marincola","Mar 11, 2010"
GPL8307,"AIST Human EstrArray","spotted DNA/cDNA","Homo sapiens",120,20,1,"zhu yun","Mar 11, 2010"
GPL8345,"[Flavus_22683_AFLAVUSa520391F] NCSU Payne_Aspergillus Array","in situ oligonucleotide","Aspergillus flavus;Aspergillus oryzae;Zea mays",22683,111,4,"David Ryan Georgianna","Mar 11, 2010"
GPL8377,"CCDTM miRNA700-V3 (H. sapiens and EBV subset; condensed)","spotted oligonucleotide","Homo sapiens;Human herpesvirus 4",198,290,1,"Francesco Maria Marincola","Mar 11, 2010"
GPL10162,"Agilent-020109 Porcine Gene Expression Microarray (44K) (Probe Name version)","spotted DNA/cDNA","Sus scrofa",43603,430,15,"Agilent Technologies","Mar 11, 2010"
GPL10081,"CCG-UNAM Rhizobium etli CFN42 6051 v1.0","spotted oligonucleotide","Rhizobium etli CFN 42",12672,12,4,"Sergio Manuel Encarnación","Mar 10, 2010"
GPL10123,"Agilent-022060 SurePrint G3 Human CGH Microarray 4x180K (Feature Number version)","in situ oligonucleotide","Homo sapiens",180880,630,43,"Agilent Technologies","Mar 10, 2010"
GPL10146,"Stanford Caulobacter crescentus 4.1K printing_AB","spotted oligonucleotide","Caulobacter vibrioides",4130,3,1,"Sean Crosson","Mar 10, 2010"
GPL10149,"Stanford Affymetrix Caulobacter crescentus 16.6K CauloHi1","in situ oligonucleotide","Caulobacter vibrioides",16613,18,4,"Sean Crosson","Mar 10, 2010"
GPL10151,"Nimblegen Salmonella enterica 5.0k array v1.0","spotted oligonucleotide","Salmonella enterica subsp. enterica serovar Enteritidis;Salmonella enterica subsp. enterica serovar Typhimurium str. LT2",20109,18,1,"SIYUN WANG","Mar 10, 2010"
GPL10152,"Agilent-021924 SurePrint G3 Human CGH Microarray 8x60K (Feature Number version)","in situ oligonucleotide","Homo sapiens",62976,319,14,"Agilent Technologies","Mar 10, 2010"
GPL10153,"Agilent-023642 SurePrint G3 Human High-Resolution Discovery Microarray 1x1M (Feature Number version)","in situ oligonucleotide","Homo sapiens",974016,12,2,"Agilent Technologies","Mar 10, 2010"
GPL10154,"Agilent-021365 SurePrint G3 Human CNV Microarray 2x400K (Feature Number version)","in situ oligonucleotide","Homo sapiens",420288,0,0,"Agilent Technologies","Mar 10, 2010"
GPL10155,"Agilent-025242 SurePrint G3 Bovine CGH Microarray 4x180K (Feature Number version)","in situ oligonucleotide","Bos taurus",180880,0,0,"Agilent Technologies","Mar 10, 2010"
GPL10156,"Agilent-025522 SurePrint G3 Canine CGH Microarray 4x180K (Feature Number version)","in situ oligonucleotide","Canis lupus familiaris",180880,7,1,"Agilent Technologies","Mar 10, 2010"
GPL10157,"Agilent-024422 SurePrint G3 Chimpanzee CGH Microarray 4x180K (Feature Number version)","in situ oligonucleotide","Pan troglodytes",180880,0,0,"Agilent Technologies","Mar 10, 2010"
GPL10158,"Agilent-024419 SurePrint G3 Rhesus Macaque CGH Microarray 4x180K (Feature Number version)","in situ oligonucleotide","Macaca mulatta",180880,4,2,"Agilent Technologies","Mar 10, 2010"
GPL10159,"Agilent-025843 SurePrint G3 Rice CGH Microarray 4x180K (Feature Number version)","in situ oligonucleotide","Oryza sativa",180880,0,0,"Agilent Technologies","Mar 10, 2010"
GPL10164,"Illumina Genome Analyzer (Danio rerio)","high-throughput sequencing","Danio rerio",0,67,9,"GEO","Mar 10, 2010"
GPL8299,"Affymetrix GeneChip Mouse Genome 430A array [CDF: mm430mmentrezgcdf]","in situ oligonucleotide","Mus musculus",16539,120,1,"Gary Churchill","Mar 09, 2010"
GPL8993,"Kyoto University Custom Agilent Ciona intestinalis 1M Tiling Array","in situ oligonucleotide","Ciona intestinalis",974016,8,9,"Atsushi Kubo","Mar 09, 2010"
GPL10130,"Bifidobacterium breve 210B array","in situ oligonucleotide","Bifidobacterium breve",2196,4,1,"Alberto Ferrarini","Mar 09, 2010"
GPL10150,"Agilent-022060 SurePrint G3 Human CGH Microarray 4x180K (Probe Name version)","in situ oligonucleotide","Homo sapiens",173064,505,10,"Agilent Technologies","Mar 09, 2010"
GPL10140,"Shanghai Biochip Staph epidermidis 116 cDNA array","spotted DNA/cDNA","Staphylococcus epidermidis",116,3,1,"Tao Zhu","Mar 08, 2010"
GPL10141,"Shanghai Biochip Staph epidermidis 48 oligo array","spotted oligonucleotide","Staphylococcus epidermidis",48,4,1,"Tao Zhu","Mar 08, 2010"
GPL10084,"Vanderbilt University/NimbleGen Saccharomyces cerevisiae 11470 Array","in situ oligonucleotide","Saccharomyces cerevisiae",11470,20,1,"Justin Harrison Layer","Mar 06, 2010"
GPL10120,"Solanum tuberosum 12.3K RLP array Version IV","spotted DNA/cDNA","Solanum tuberosum",12288,0,0,"Friederike Trognitz","Mar 06, 2010"
GPL8988,"Boyce/Adler_P. multocida_Combi12K_V1.0_2008","in situ oligonucleotide","Pasteurella multocida subsp. multocida str. Pm70",12544,6,1,"Jason Steen","Mar 05, 2010"
GPL9332,"Streptococcus mutans UA159 6k array (condensed)","spotted oligonucleotide","Streptococcus mutans UA159",1957,3,1,"Danusia Vanoaica","Mar 05, 2010"
GPL10075,"UMDNJ Trypanosoma brucei 19K","spotted oligonucleotide","Trypanosoma brucei",19200,6,1,"Christopher Utter","Mar 05, 2010"
GPL10129,"NimbleGen Mouse 2.1 M array 10 of 10","in situ oligonucleotide","Mus musculus",2101973,33,7,"Fan Yang","Mar 05, 2010"
GPL10133,"CapitalBio Human 22k oligonucleotide microarray","spotted oligonucleotide","Homo sapiens",23232,4,2,"Li Xu Yan","Mar 05, 2010"
GPL10142,"454 GS FLX (Arabidopsis lyrata)","high-throughput sequencing","Arabidopsis lyrata",0,5,3,"GEO","Mar 05, 2010"
GPL10143,"454 GS FLX (Capsella rubella)","high-throughput sequencing","Capsella rubella",0,4,2,"GEO","Mar 05, 2010"
GPL10144,"Illumina Genome Analyzer (Nicotiana benthamiana)","high-throughput sequencing","Nicotiana benthamiana",0,2,1,"GEO","Mar 05, 2010"
GPL10145,"Illumina Genome Analyzer II (Nicotiana benthamiana)","high-throughput sequencing","Nicotiana benthamiana",0,2,1,"GEO","Mar 05, 2010"
GPL9293,"Univ of Jyvaskyla Drosophila montana microarray 197","in situ oligonucleotide","Drosophila montana",197,9,1,"Maaria Kankare","Mar 04, 2010"
GPL10011,"HGU-MRC-Bickmore Mouse Hoxb/d 22K tiling v1.0","spotted oligonucleotide","Mus musculus",5002,22,2,"Graeme Richard Grimes","Mar 04, 2010"
GPL10049,"UNIFEGM Human 4x44k v1.0","spotted oligonucleotide","Homo sapiens",43102,15,1,"Matteo Bovolenta","Mar 04, 2010"
GPL10126,"AQUAFIRST_seabream_18K_Ver1 (condensed)","spotted DNA/cDNA","Sparus aurata",20217,28,2,"Michael Taylor Cairns","Mar 04, 2010"
GPL10128,"Miltenyi PIQOR (TM) Human Immunology Microarray, antisense","spotted DNA/cDNA","Homo sapiens",1070,19,3,"Silvia Rueberg","Mar 04, 2010"
GPL9169,"NIA 15K Mus musculus 15K cDNA array","spotted DNA/cDNA","Mus musculus",14586,23,1,"Ulises Urzua","Mar 03, 2010"
GPL9865,"NimbleGen Bos taurus Btau31 WG CGH","in situ oligonucleotide","Bos taurus",385048,48,2,"George Liu","Mar 03, 2010"
GPL9866,"NimbleGen Bos taurus Btau40 WG CGH","in situ oligonucleotide","Bos taurus",384025,45,1,"George Liu","Mar 03, 2010"
GPL8027,"NIA/NIH Human Focused Immune Array 4600","spotted DNA/cDNA","Homo sapiens",4608,135,2,"Paul McLaren","Mar 02, 2010"
GPL10094,"Agilent-020186 C. elegans (V2) Gene Expression Microarray (Feature Number version)","in situ oligonucleotide","Caenorhabditis elegans",45220,76,14,"Agilent Technologies","Mar 02, 2010"
GPL7296,"CNRS Paramecium megabase chromosome microarray version 1","spotted DNA/cDNA","Paramecium tetraurelia",482,12,1,"nicolas Agier","Mar 01, 2010"
GPL7417,"INRA-BDR Bovine 10k","spotted DNA/cDNA","Bos taurus",10368,98,4,"Isabelle Hue","Mar 01, 2010"
GPL8851,"Mouse custom CGH oligo array 15K (020410)","in situ oligonucleotide","Mus musculus",15744,3,1,"Takashi Takabatake","Mar 01, 2010"
GPL9109,"Operon_malaria_8K","spotted oligonucleotide","Plasmodium falciparum",7391,37,2,"John van Wyk Becker","Mar 01, 2010"
GPL9543,"CLI/Metagenomics_GUT_739_v4","in situ oligonucleotide","Archaea;Bacteria",751,115,1,"Seungha Kang","Mar 01, 2010"
GPL9730,"CSIR Fungi 20090901 96 v1.0","spotted oligonucleotide","Alternaria alternata;Aspergillus;Aspergillus amstelodami;Aspergillus carbonarius;Aspergillus clavatus;Aspergillus niger;Aspergillus versicolor;Fusarium;Fusarium acuminatum;Fusarium avenaceum;Fusarium cerealis;Fusarium equiseti;Fusarium graminearum;Fusarium oxysporum;Fusarium sporotrichioides;Fusarium subglutinans;Fusarium verticillioides;Penicillium;Penicillium corylophilum;Penicillium expansum;Penicillium fellutanum;Talaromyces islandicus",3072,120,1,"Eugenia Barros","Mar 01, 2010"
GPL9745,"NimbleGen Cronobacter sakazakii tiling array","in situ oligonucleotide","Cronobacter sakazakii ATCC BAA-894",4382,10,1,"Eva Kucerova","Mar 01, 2010"
GPL9828,"[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray Hs133P_Hs_ENTREZG version 10)","spotted oligonucleotide","Homo sapiens",17589,39,3,"GEO admin","Mar 01, 2010"
GPL9985,"Vibrio salmonicida 5.5K V1.0.1 AROS","spotted oligonucleotide","Aliivibrio salmonicida",5473,44,9,"Erik Hjerde","Mar 01, 2010"
GPL9993,"UMR BiO3P-INRA Acyrthosiphon pisum 0.4K miRNAs v1","spotted oligonucleotide","Acyrthosiphon pisum",363,9,2,"Stephanie Jaubert","Mar 01, 2010"
GPL10043,"Tdalmanni Agilent 44K Oligoarray CGH slide","in situ oligonucleotide","Teleopsis dalmanni",3698,16,1,"Gerald S Wilkinson","Mar 01, 2010"
GPL10119,"Illumina Genome Analyzer II (Drosophila melanogaster; synthetic construct)","high-throughput sequencing","Drosophila melanogaster;synthetic construct",0,10,2,"GEO","Mar 01, 2010"
GPL9142,"Multispecies miRNA 1K","spotted oligonucleotide","Caenorhabditis elegans;Danio rerio;Drosophila melanogaster;Homo sapiens;Mus musculus;Rattus norvegicus",1146,53,2,"Xiaoxiao Zhang","Feb 28, 2010"
GPL9196,"Molecular Immunogenetics Group FMRP-USP Human cDNA 4.6K","spotted DNA/cDNA","Homo sapiens",4608,18,1,"Marcelo Ribeiro-Alves","Feb 28, 2010"
GPL10060,"Deinococcus Radiodurans R1_Microarray V1.0","spotted DNA/cDNA","Deinococcus radiodurans R1",3126,48,2,"sun wook Jeong","Feb 27, 2010"
GPL10110,"Agilent Candida dubliniensis 12K V.2","in situ oligonucleotide","Candida dubliniensis",12034,36,2,"Gary P. Moran","Feb 27, 2010"
GPL10099,"MIT M. Musculus Promoter array 44K","in situ oligonucleotide","Mus musculus",40347,8,2,"Charles Lin","Feb 26, 2010"
GPL10100,"Nimblegen T.atroviride&virens Trichochip-1 393K v1.0","in situ oligonucleotide","Trichoderma atroviride;Trichoderma virens",35682,11,2,"Enrique Monte","Feb 25, 2010"
GPL10101,"Custom Febit Shewanella oneidensis MR-1 13.5K biochip","in situ oligonucleotide","Shewanella oneidensis MR-1",13536,20,3,"Andreas Keller","Feb 25, 2010"
GPL8223,"NimbleGen Plasmodium yoelii + Mus musculus 189K array v1.0","in situ oligonucleotide","Mus musculus;Plasmodium yoelii",32651,6,1,"Isabellejavascript:ValidateEditForm(true) Phan","Feb 24, 2010"
GPL10048,"Operon Homo sapiens 34K (updated)","spotted oligonucleotide","Homo sapiens",31366,18,1,"Sailendra Nath Sarma","Feb 24, 2010"
GPL10055,"Ocimum Biosolutions Arabidopsis 25K OciChip","spotted oligonucleotide","Arabidopsis thaliana",24672,0,0,"Ocimum Biosolutions","Feb 24, 2010"
GPL10056,"Ocimum Biosolutions Zebrafish 14K OciChip","spotted oligonucleotide","Danio rerio",14240,0,0,"Ocimum Biosolutions","Feb 24, 2010"
GPL10074,"GIS Zebrafish 22K oligonucleotide array","spotted oligonucleotide","Danio rerio",22776,6,1,"Jan Brocher","Feb 24, 2010"
GPL10096,"cGRASP 32K (Salmonid) cDNA - Release Date 02/08","spotted DNA/cDNA","Salmo salar",33696,76,3,"Christopher Sauvage","Feb 24, 2010"
GPL10098,"Agilent-021113 Tobacco Gene Expression Microarray (Feature Number version)","in situ oligonucleotide","Nicotiana tabacum",45220,68,7,"Agilent Technologies","Feb 24, 2010"
GPL8220,"Biological Research Center Agilent human 14k custom platform","in situ oligonucleotide","Homo sapiens",14297,4,1,"Agnes Zvara","Feb 23, 2010"
GPL9671,"Affymetrix Yeast Genome 2.0 Array [custom CDF: Sp-EMA.cdf]","in situ oligonucleotide","Schizosaccharomyces pombe",4856,4,1,"Luis Quintales","Feb 23, 2010"
GPL9672,"Affymetrix S. pombe Tiling 1.0FR Array [custom CDF: Sp-TMA.cdf]","in situ oligonucleotide","Schizosaccharomyces pombe",4856,4,1,"Luis Quintales","Feb 23, 2010"
GPL10045,"Agilent Yeast 8X15K conversion (Agilent-016322)","in situ oligonucleotide","Saccharomyces cerevisiae",15744,158,7,"Maitreya J. Dunham","Feb 23, 2010"
GPL10092,"UKU_trout_1.8K_v1 (condensed)","spotted DNA/cDNA","Oncorhynchus mykiss",1726,1,1,"Diego Crespo","Feb 23, 2010"
GPL8743,"Culex quinquefasciatus 11k by NIID Japan","in situ oligonucleotide","Culex quinquefasciatus",10807,10,1,"Osamu Komagata","Feb 22, 2010"
GPL9470,"Myzus persicae gene expression microarray 1.0 - Jander Lab Design ID 017179","in situ oligonucleotide","Myzus persicae",15744,40,6,"John Sawyer Ramsey","Feb 22, 2010"
GPL10012,"SuperArray Oligo GEArray® Mouse Angiogenesis Microarray OMM-024","spotted oligonucleotide","Mus musculus",128,16,1,"Jill M Siegfried","Feb 22, 2010"
GPL10013,"SuperArray Oligo GEArray® Mouse Cancer PathwayFinder Microarray OMM-033","spotted oligonucleotide","Mus musculus",128,12,1,"Jill M Siegfried","Feb 22, 2010"
GPL10058,"Agilent-019314 UW_Lidstrom_2008 Methylobacterium extorquens AM1 11k array","in situ oligonucleotide","Methylobacterium extorquens AM1",10689,2,1,"Ludmila Chistoserdova","Feb 22, 2010"
GPL10082,"AB SOLiD System 3.0 (Arabidopsis lyrata)","high-throughput sequencing","Arabidopsis lyrata",0,4,2,"GEO","Feb 22, 2010"
GPL10088,"AB SOLiD System 3.0 (Arabidopsis thaliana)","high-throughput sequencing","Arabidopsis thaliana",0,28,8,"GEO","Feb 22, 2010"
GPL9166,"CapitalBio Silkworm microRNA _microarray Release 1","spotted oligonucleotide","Bombyx mori",106,182,2,"Qingyou Xia","Feb 21, 2010"
GPL10066,"090122_Orange_MY_exp","in situ oligonucleotide","Citrus reticulata;Citrus sinensis;Citrus trifoliata",62797,7,1,"Leonardo Pires Boava","Feb 20, 2010"
GPL10002,"Rhesus cytomegalovirus 68-1 platform","in situ oligonucleotide","Macacine herpesvirus 3",31633,3,1,"Rebecca Richards","Feb 19, 2010"
GPL10039,"Yeast_16p_DNA_Feb_2010","spotted DNA/cDNA","Saccharomyces cerevisiae",6185,46,6,"Antonio Casamayor","Feb 19, 2010"
GPL10069,"Illumina Genome Analyzer II (Drosophila melanogaster x Drosophila sechellia)","high-throughput sequencing","Drosophila melanogaster x Drosophila sechellia",0,2,2,"GEO","Feb 19, 2010"
GPL10070,"Illumina Genome Analyzer II (Drosophila melanogaster; Drosophila sechellia)","high-throughput sequencing","Drosophila melanogaster;Drosophila sechellia",0,2,2,"GEO","Feb 19, 2010"
GPL10071,"Illumina Genome Analyzer II (Drosophila sechellia)","high-throughput sequencing","Drosophila sechellia",0,3,3,"GEO","Feb 19, 2010"
GPL10079,"Illumina Genome Analyzer (Saccharomyces bayanus x Saccharomyces cerevisiae)","high-throughput sequencing","Saccharomyces bayanus x Saccharomyces cerevisiae",0,8,1,"GEO","Feb 19, 2010"
GPL8910,"NIA_Human_Achannels 9k splice array","in situ oligonucleotide","Homo sapiens",9172,12,2,"Nikolai M Soldatov","Feb 18, 2010"
GPL9681,"Eichler-NimbleGen Human 135K Custom CNV array","in situ oligonucleotide","Homo sapiens",135000,2,1,"Jeffrey M Kidd","Feb 18, 2010"
GPL9684,"Eichler-NimbleGen Human 2.1 HD2 CGH chip","in situ oligonucleotide","Homo sapiens",2175072,3,2,"Jeffrey M Kidd","Feb 18, 2010"
GPL9825,"Agilent-016322 Yeast (V2) Gene Expression 8x15K Microarray (Feature Number version)","in situ oligonucleotide","Saccharomyces cerevisiae",15744,369,23,"Agilent Technologies","Feb 18, 2010"
GPL9853,"Oligo GEArray, Mouse Inflammatory Cytokines & Receptors Microarray.","spotted oligonucleotide","Mus musculus",128,2,1,"Lester F Lau","Feb 18, 2010"
GPL10021,"NRC-BRI biofilms 10K v1.0","spotted DNA/cDNA","environmental samples",20160,30,1,"Etienne Yergeau","Feb 18, 2010"
GPL10025,"BCBC Mouse PancChip 4.0 Array","spotted DNA/cDNA","Mus musculus",11736,0,0,"Chiao-Feng Lin","Feb 18, 2010"
GPL10065,"Illumina Genome Analyzer (Arabidopsis thaliana; Turnip mosaic virus)","high-throughput sequencing","Arabidopsis thaliana;Turnip mosaic virus",0,36,1,"GEO","Feb 18, 2010"
GPL10044,"Agilent-016162 PEDB Whole Human Genome Microarray 4x44K","in situ oligonucleotide","Homo sapiens",43137,48,3,"Ilsa Coleman","Feb 17, 2010"
GPL10050,"[ATH1-121501] Affymetrix Arabidopsis ATH1 Genome Array - custom CDF (AtH1_At_TAIR)","in situ oligonucleotide","Arabidopsis thaliana",20514,42,2,"Thomas E. Juenger","Feb 17, 2010"
GPL10052,"SMD Print_982  Mus musculus","spotted DNA/cDNA","Mus musculus",43008,13,1,"Stanford Microarray Database (SMD)","Feb 17, 2010"
GPL10054,"SMD Print_1214 Homo sapiens","spotted DNA/cDNA","Homo sapiens",43008,46,1,"Stanford Microarray Database (SMD)","Feb 17, 2010"
GPL10061,"Illumina Genome Analyzer II (Drosophila yakuba)","high-throughput sequencing","Drosophila yakuba",0,19,6,"GEO","Feb 17, 2010"
